Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente,Niveles
476,09/01/2023,Desparasitación,10,116,5195,MVZ. Eddie Hernández Vidal,4,4,5,4,Mala,No,1,Insatisfecho
477,23/03/2023,Desparasitación,39,48,5120,MVZ. Eddie Hernández Vidal,5,1,3,4,Buena,No,1,Insatisfecho
478,09/10/2023,Urgencias,14,24,595,MVZ. Eddie Hernández Vidal,5,1,2,5,Regular,No,1,Insatisfecho
479,27/09/2023,Estética,21,116,1027,MVZ. Eddie Hernández Vidal,2,3,4,3,Buena,Sí,1,Insatisfecho
480,01/09/2023,Estética,19,128,3614,MVZ. Eddie Hernández Vidal,3,4,3,3,Mala,Sí,1,Insatisfecho
481,07/08/2023,Consulta general,10,123,3045,MVZ. Eddie Hernández Vidal,2,3,3,5,Regular,Sí,5,Extremadamente satisfecho
482,18/07/2023,Cirugías,26,72,3572,MVZ. Eddie Hernández Vidal,2,2,5,2,Buena,No,2,Algo satisfecho
483,17/07/2023,Cirugías,21,18,1943,MVZ. Eddie Hernández Vidal,5,3,5,2,Mala,No,1,Insatisfecho
484,06/12/2023,Vacunación,30,106,5617,MVZ. Eddie Hernández Vidal,4,4,1,1,Buena,Sí,5,Extremadamente satisfecho
485,18/10/2023,Urgencias,33,66,1710,MVZ. Eddie Hernández Vidal,4,3,1,2,Mala,No,2,Algo satisfecho
486,25/01/2023,Urgencias,33,134,4985,MVZ. Eddie Hernández Vidal,5,3,2,3,Regular,No,4,Muy Satisfecho
487,21/08/2023,Ultrasonido,11,48,463,MVZ. Eddie Hernández Vidal,1,4,1,5,Mala,Sí,3,Satisfecho
488,04/03/2023,Hospitalización,6,64,5321,MVZ. Eddie Hernández Vidal,5,4,5,4,Mala,No,3,Satisfecho
489,09/03/2023,Cirugías,36,51,4097,MVZ. Eddie Hernández Vidal,4,5,2,5,Pésima,No,3,Satisfecho
490,10/01/2023,Urgencias,31,33,2069,MVZ. Eddie Hernández Vidal,5,2,1,2,Buena,Sí,4,Muy Satisfecho
491,14/07/2023,Cirugías,35,54,1012,MVZ. Eddie Hernández Vidal,2,4,3,3,Pésima,Sí,4,Muy Satisfecho
492,21/01/2023,Ultrasonido,13,37,5076,MVZ. Eddie Hernández Vidal,2,2,1,2,Pésima,No,4,Muy Satisfecho
493,25/11/2023,Hospitalización,33,136,4087,MVZ. Eddie Hernández Vidal,3,4,2,5,Pésima,Sí,1,Insatisfecho
494,27/10/2023,Vacunación,32,129,2872,MVZ. Eddie Hernández Vidal,2,2,3,5,Pésima,Sí,5,Extremadamente satisfecho
495,10/03/2023,Vacunación,23,17,3768,MVZ. Eddie Hernández Vidal,5,1,2,2,Mala,Sí,4,Muy Satisfecho
496,01/02/2023,Urgencias,18,107,4892,MVZ. Eddie Hernández Vidal,5,3,4,3,Pésima,Sí,3,Satisfecho
497,13/04/2023,Urgencias,40,43,5282,MVZ. Eddie Hernández Vidal,5,5,2,1,Buena,Sí,4,Muy Satisfecho
498,21/12/2023,Vacunación,32,88,4919,MVZ. Eddie Hernández Vidal,2,3,1,3,Mala,No,3,Satisfecho
499,10/04/2023,Hospitalización,34,91,3059,MVZ. Eddie Hernández Vidal,2,3,4,4,Buena,No,1,Insatisfecho
500,23/06/2023,Consulta general,36,139,581,MVZ. Eddie Hernández Vidal,1,4,4,1,Buena,Sí,2,Algo satisfecho
501,04/07/2023,Cirugías,35,38,1319,MVZ. Eddie Hernández Vidal,1,1,4,4,Mala,Sí,5,Extremadamente satisfecho
502,20/09/2023,Ultrasonido,26,143,1917,MVZ. Eddie Hernández Vidal,3,1,5,3,Mala,No,5,Extremadamente satisfecho
503,24/05/2023,Desparasitación,32,51,2609,MVZ. Eddie Hernández Vidal,3,3,4,4,Mala,No,3,Satisfecho
504,13/04/2023,Urgencias,23,134,2959,MVZ. Eddie Hernández Vidal,2,3,1,2,Pésima,Sí,4,Muy Satisfecho
505,23/07/2023,Hospitalización,39,98,5935,MVZ. Eddie Hernández Vidal,1,2,2,1,Pésima,No,4,Muy Satisfecho
506,16/05/2023,Desparasitación,29,104,5816,MVZ. Eddie Hernández Vidal,5,4,5,4,Pésima,Sí,4,Muy Satisfecho
507,08/02/2023,Consulta general,36,19,3014,MVZ. Eddie Hernández Vidal,3,3,5,4,Buena,Sí,3,Satisfecho
508,14/03/2023,Servicio a domicilio,17,16,3310,MVZ. Eddie Hernández Vidal,3,3,5,2,Buena,No,2,Algo satisfecho
509,14/09/2023,Estética,6,96,1286,MVZ. Eddie Hernández Vidal,5,3,1,2,Mala,No,1,Insatisfecho
510,30/01/2023,Ultrasonido,9,103,4209,MVZ. Eddie Hernández Vidal,4,1,3,3,Regular,No,4,Muy Satisfecho
511,02/05/2023,Hospitalización,12,64,3232,MVZ. Eddie Hernández Vidal,3,2,1,4,Mala,No,2,Algo satisfecho
512,24/06/2023,Servicio a domicilio,25,108,3434,MVZ. Eddie Hernández Vidal,4,2,3,1,Regular,Sí,5,Extremadamente satisfecho
513,25/06/2023,Estética,13,145,881,MVZ. Eddie Hernández Vidal,1,1,1,2,Mala,Sí,5,Extremadamente satisfecho
514,13/11/2023,Servicio a domicilio,16,144,765,MVZ. Eddie Hernández Vidal,4,2,5,4,Mala,Sí,3,Satisfecho
515,22/01/2023,Estética,23,136,615,MVZ. Eddie Hernández Vidal,1,4,2,1,Pésima,Sí,3,Satisfecho
516,12/06/2023,Desparasitación,25,142,2389,MVZ. Eddie Hernández Vidal,5,2,1,3,Buena,No,2,Algo satisfecho
517,02/11/2023,Consulta general,20,127,358,MVZ. Eddie Hernández Vidal,2,5,2,2,Pésima,No,2,Algo satisfecho
518,06/11/2023,Cirugías,31,125,1323,MVZ. Eddie Hernández Vidal,5,1,4,3,Mala,No,1,Insatisfecho
519,09/12/2023,Consulta general,26,94,1829,MVZ. Eddie Hernández Vidal,4,2,5,1,Buena,Sí,3,Satisfecho
520,11/11/2023,Vacunación,28,111,5746,MVZ. Eddie Hernández Vidal,4,3,4,3,Regular,Sí,3,Satisfecho
521,06/06/2023,Servicio a domicilio,37,129,1003,MVZ. Eddie Hernández Vidal,4,4,2,3,Mala,Sí,3,Satisfecho
522,27/05/2023,Servicio a domicilio,37,133,699,MVZ. Eddie Hernández Vidal,3,4,1,5,Regular,No,5,Extremadamente satisfecho
523,08/06/2023,Estética,37,112,1895,MVZ. Eddie Hernández Vidal,3,4,4,2,Mala,Sí,2,Algo satisfecho
524,24/09/2023,Vacunación,12,31,122,MVZ. Eddie Hernández Vidal,5,2,5,4,Regular,No,5,Extremadamente satisfecho
525,26/09/2023,Cirugías,18,83,2915,MVZ. Eddie Hernández Vidal,1,2,5,2,Mala,Sí,1,Insatisfecho
526,10/02/2023,Ultrasonido,9,23,5090,MVZ. Eddie Hernández Vidal,1,3,5,3,Pésima,Sí,5,Extremadamente satisfecho
527,01/10/2023,Urgencias,35,74,755,MVZ. Eddie Hernández Vidal,2,4,4,4,Buena,Sí,1,Insatisfecho
528,03/10/2023,Estética,29,150,5918,MVZ. Eddie Hernández Vidal,1,5,1,4,Mala,No,2,Algo satisfecho
529,28/10/2023,Vacunación,40,57,693,MVZ. Eddie Hernández Vidal,1,4,3,4,Buena,No,4,Muy Satisfecho
530,30/10/2023,Vacunación,16,99,350,MVZ. Eddie Hernández Vidal,4,5,3,4,Mala,No,3,Satisfecho
531,08/02/2023,Servicio a domicilio,19,30,5592,MVZ. Eddie Hernández Vidal,3,4,4,2,Buena,No,2,Algo satisfecho
532,05/05/2023,Urgencias,20,74,2757,MVZ. Eddie Hernández Vidal,3,4,4,1,Regular,Sí,2,Algo satisfecho
533,17/05/2023,Servicio a domicilio,26,112,5063,MVZ. Eddie Hernández Vidal,2,4,3,5,Regular,Sí,3,Satisfecho
534,01/03/2023,Desparasitación,24,121,3167,MVZ. Eddie Hernández Vidal,5,1,2,5,Pésima,No,3,Satisfecho
535,14/09/2023,Hospitalización,33,101,1431,MVZ. Eddie Hernández Vidal,1,3,1,2,Mala,No,3,Satisfecho
536,05/10/2023,Cirugías,15,39,4023,MVZ. Eddie Hernández Vidal,2,3,4,2,Buena,No,4,Muy Satisfecho
537,09/06/2023,Hospitalización,20,105,2276,MVZ. Eddie Hernández Vidal,2,2,5,4,Regular,No,4,Muy Satisfecho
538,21/07/2023,Desparasitación,20,80,1366,MVZ. Eddie Hernández Vidal,4,1,3,3,Mala,Sí,2,Algo satisfecho
539,20/06/2023,Servicio a domicilio,20,85,2019,MVZ. Eddie Hernández Vidal,3,3,4,5,Buena,No,3,Satisfecho
540,18/08/2023,Cirugías,13,76,2807,MVZ. Eddie Hernández Vidal,5,5,1,1,Pésima,Sí,5,Extremadamente satisfecho
541,21/10/2023,Servicio a domicilio,32,96,2561,MVZ. Eddie Hernández Vidal,3,5,2,4,Pésima,No,4,Muy Satisfecho
542,26/02/2023,Desparasitación,37,113,5748,MVZ. Eddie Hernández Vidal,5,4,3,2,Regular,No,1,Insatisfecho
543,17/06/2023,Desparasitación,23,78,242,MVZ. Eddie Hernández Vidal,3,4,1,1,Pésima,No,4,Muy Satisfecho
544,09/10/2023,Cirugías,23,99,2470,MVZ. Eddie Hernández Vidal,2,3,2,1,Mala,No,4,Muy Satisfecho
545,22/11/2023,Urgencias,11,118,489,MVZ. Eddie Hernández Vidal,2,3,3,2,Regular,No,3,Satisfecho
546,12/08/2023,Hospitalización,11,149,4552,MVZ. Eddie Hernández Vidal,3,1,4,4,Pésima,No,4,Muy Satisfecho
547,16/12/2023,Cirugías,19,87,1410,MVZ. Eddie Hernández Vidal,1,5,1,1,Buena,Sí,4,Muy Satisfecho
548,27/02/2023,Hospitalización,20,72,1158,MVZ. Eddie Hernández Vidal,5,3,5,4,Mala,No,2,Algo satisfecho
549,28/05/2023,Ultrasonido,9,149,5684,MVZ. Eddie Hernández Vidal,4,5,4,3,Mala,Sí,3,Satisfecho
550,08/01/2023,Desparasitación,25,85,5371,MVZ. Eddie Hernández Vidal,4,5,2,1,Buena,No,5,Extremadamente satisfecho
551,27/01/2023,Cirugías,16,27,298,MVZ. Eddie Hernández Vidal,1,5,2,3,Pésima,No,3,Satisfecho
552,31/12/2023,Desparasitación,5,146,298,MVZ. Eddie Hernández Vidal,2,1,5,3,Regular,Sí,1,Insatisfecho
553,24/01/2023,Servicio a domicilio,27,59,873,MVZ. Eddie Hernández Vidal,4,4,2,3,Regular,Sí,5,Extremadamente satisfecho
554,22/08/2023,Ultrasonido,31,41,2832,MVZ. Eddie Hernández Vidal,3,2,1,1,Mala,Sí,5,Extremadamente satisfecho
555,03/09/2023,Urgencias,24,105,3244,MVZ. Eddie Hernández Vidal,2,5,3,1,Regular,No,5,Extremadamente satisfecho
556,28/09/2023,Cirugías,17,147,2926,MVZ. Eddie Hernández Vidal,1,2,5,3,Regular,No,4,Muy Satisfecho
557,24/11/2023,Urgencias,12,70,921,MVZ. Eddie Hernández Vidal,2,2,4,3,Buena,No,2,Algo satisfecho
558,15/04/2023,Servicio a domicilio,35,100,3296,MVZ. Eddie Hernández Vidal,1,2,1,1,Mala,Sí,1,Insatisfecho
559,18/02/2023,Hospitalización,6,29,4521,MVZ. Eddie Hernández Vidal,4,5,2,2,Mala,No,5,Extremadamente satisfecho
560,04/08/2023,Vacunación,39,81,2412,MVZ. Eddie Hernández Vidal,4,1,4,5,Pésima,No,1,Insatisfecho
561,01/04/2023,Estética,28,57,2035,MVZ. Eddie Hernández Vidal,4,2,4,1,Regular,No,2,Algo satisfecho
562,28/05/2023,Cirugías,12,55,5105,MVZ. Eddie Hernández Vidal,3,5,4,2,Mala,No,3,Satisfecho
563,11/01/2023,Urgencias,18,26,494,MVZ. Eddie Hernández Vidal,1,2,1,4,Mala,Sí,2,Algo satisfecho
564,21/10/2023,Desparasitación,10,77,5856,MVZ. Eddie Hernández Vidal,3,1,3,2,Mala,No,3,Satisfecho
565,31/05/2023,Hospitalización,32,115,5527,MVZ. Eddie Hernández Vidal,5,2,3,2,Buena,No,5,Extremadamente satisfecho
566,07/04/2023,Estética,12,52,2620,MVZ. Eddie Hernández Vidal,5,5,4,1,Pésima,No,4,Muy Satisfecho
567,08/05/2023,Vacunación,19,133,1751,MVZ. Eddie Hernández Vidal,2,2,1,3,Regular,Sí,3,Satisfecho
568,02/10/2023,Ultrasonido,15,102,808,MVZ. Eddie Hernández Vidal,1,2,4,5,Buena,No,4,Muy Satisfecho
569,07/01/2023,Desparasitación,15,21,2273,MVZ. Eddie Hernández Vidal,2,3,2,2,Pésima,No,2,Algo satisfecho
570,15/08/2023,Cirugías,16,44,5269,MVZ. Eddie Hernández Vidal,1,1,2,5,Buena,Sí,1,Insatisfecho
571,07/12/2023,Desparasitación,20,44,1610,MVZ. Eddie Hernández Vidal,3,2,1,1,Buena,No,4,Muy Satisfecho
572,15/11/2023,Consulta general,26,137,1228,MVZ. Eddie Hernández Vidal,5,1,5,1,Regular,Sí,2,Algo satisfecho
573,30/08/2023,Estética,9,65,4357,MVZ. Eddie Hernández Vidal,1,2,1,4,Buena,Sí,4,Muy Satisfecho
574,29/09/2023,Urgencias,6,130,4586,MVZ. Eddie Hernández Vidal,3,3,5,1,Pésima,No,3,Satisfecho
575,19/12/2023,Estética,15,81,1284,MVZ. Eddie Hernández Vidal,4,1,3,2,Buena,Sí,2,Algo satisfecho
576,21/03/2023,Urgencias,28,61,1580,MVZ. Eddie Hernández Vidal,4,1,2,2,Regular,No,5,Extremadamente satisfecho
577,29/12/2023,Desparasitación,23,87,2301,MVZ. Eddie Hernández Vidal,3,5,1,5,Buena,Sí,3,Satisfecho
578,13/12/2023,Urgencias,39,32,2545,MVZ. Eddie Hernández Vidal,3,3,2,2,Regular,Sí,5,Extremadamente satisfecho
579,18/11/2023,Desparasitación,9,140,4644,MVZ. Eddie Hernández Vidal,2,1,1,3,Buena,Sí,5,Extremadamente satisfecho
580,25/08/2023,Estética,38,21,791,MVZ. Eddie Hernández Vidal,2,1,1,1,Regular,Sí,5,Extremadamente satisfecho
581,12/01/2023,Hospitalización,37,111,5290,MVZ. Eddie Hernández Vidal,3,4,3,3,Mala,Sí,3,Satisfecho
582,23/01/2023,Vacunación,7,89,1125,MVZ. Eddie Hernández Vidal,5,4,1,2,Regular,No,5,Extremadamente satisfecho
583,15/09/2023,Servicio a domicilio,21,98,414,MVZ. Eddie Hernández Vidal,1,2,2,5,Regular,No,1,Insatisfecho
584,09/09/2023,Cirugías,27,121,2670,MVZ. Eddie Hernández Vidal,3,4,3,4,Mala,No,2,Algo satisfecho
585,25/03/2023,Consulta general,37,60,1524,MVZ. Eddie Hernández Vidal,1,4,5,3,Regular,No,3,Satisfecho
586,11/08/2023,Estética,12,51,1469,MVZ. Eddie Hernández Vidal,3,5,2,5,Buena,No,5,Extremadamente satisfecho
587,26/10/2023,Consulta general,7,86,1940,MVZ. Eddie Hernández Vidal,5,2,3,5,Mala,Sí,3,Satisfecho
588,18/07/2023,Consulta general,29,70,2814,MVZ. Eddie Hernández Vidal,3,4,4,5,Buena,No,3,Satisfecho
589,27/02/2023,Vacunación,11,70,1667,MVZ. Eddie Hernández Vidal,5,3,1,4,Mala,Sí,4,Muy Satisfecho
590,17/06/2023,Ultrasonido,22,58,233,MVZ. Eddie Hernández Vidal,3,2,5,5,Pésima,Sí,4,Muy Satisfecho
591,24/04/2023,Ultrasonido,31,66,544,MVZ. Eddie Hernández Vidal,2,1,4,5,Regular,No,5,Extremadamente satisfecho
592,15/03/2023,Consulta general,12,149,4516,MVZ. Eddie Hernández Vidal,5,5,3,1,Regular,Sí,5,Extremadamente satisfecho
593,28/06/2023,Desparasitación,39,96,3439,MVZ. Eddie Hernández Vidal,5,2,4,2,Pésima,Sí,5,Extremadamente satisfecho
594,27/06/2023,Cirugías,36,108,2642,MVZ. Eddie Hernández Vidal,1,1,3,3,Pésima,No,2,Algo satisfecho
595,03/08/2023,Estética,20,74,2364,MVZ. Eddie Hernández Vidal,2,5,2,4,Buena,Sí,3,Satisfecho
596,05/04/2023,Servicio a domicilio,36,135,2732,MVZ. Eddie Hernández Vidal,4,4,2,2,Buena,No,5,Extremadamente satisfecho
597,08/06/2023,Cirugías,30,118,5317,MVZ. Eddie Hernández Vidal,5,2,5,5,Regular,Sí,4,Muy Satisfecho
598,01/06/2023,Consulta general,11,36,5207,MVZ. Eddie Hernández Vidal,5,2,1,2,Regular,Sí,3,Satisfecho
599,11/09/2023,Consulta general,35,141,4497,MVZ. Eddie Hernández Vidal,3,5,5,1,Mala,Sí,5,Extremadamente satisfecho
600,10/06/2023,Cirugías,35,91,421,MVZ. Eddie Hernández Vidal,4,2,2,5,Pésima,Sí,3,Satisfecho
601,09/03/2023,Vacunación,12,60,4226,MVZ. Eddie Hernández Vidal,2,1,5,3,Regular,Sí,2,Algo satisfecho
602,19/04/2023,Cirugías,10,87,1734,MVZ. Eddie Hernández Vidal,1,4,4,3,Mala,Sí,5,Extremadamente satisfecho
603,21/02/2023,Cirugías,16,60,1545,MVZ. Eddie Hernández Vidal,1,4,2,2,Mala,Sí,1,Insatisfecho
604,24/04/2023,Ultrasonido,9,129,1075,MVZ. Eddie Hernández Vidal,4,3,4,3,Pésima,Sí,3,Satisfecho
605,17/06/2023,Cirugías,25,34,4743,MVZ. Eddie Hernández Vidal,5,4,1,4,Mala,No,3,Satisfecho
606,29/03/2023,Consulta general,12,95,5543,MVZ. Eddie Hernández Vidal,2,1,3,5,Mala,Sí,2,Algo satisfecho
607,02/02/2023,Ultrasonido,29,120,3102,MVZ. Eddie Hernández Vidal,3,2,5,3,Pésima,No,5,Extremadamente satisfecho
608,02/07/2023,Desparasitación,12,36,5239,MVZ. Eddie Hernández Vidal,1,2,1,2,Mala,No,5,Extremadamente satisfecho
609,06/12/2023,Estética,9,122,4502,MVZ. Eddie Hernández Vidal,1,2,5,4,Regular,Sí,1,Insatisfecho
610,05/06/2023,Hospitalización,40,33,2982,MVZ. Eddie Hernández Vidal,1,3,5,1,Buena,No,3,Satisfecho
611,06/03/2023,Urgencias,40,59,1832,MVZ. Eddie Hernández Vidal,4,4,3,5,Regular,No,5,Extremadamente satisfecho
612,10/02/2023,Vacunación,27,57,2350,MVZ. Eddie Hernández Vidal,3,4,5,5,Mala,Sí,5,Extremadamente satisfecho
613,19/05/2023,Urgencias,34,37,341,MVZ. Eddie Hernández Vidal,2,5,3,3,Buena,Sí,1,Insatisfecho
614,29/11/2023,Vacunación,31,58,2641,MVZ. Eddie Hernández Vidal,4,1,4,1,Pésima,Sí,5,Extremadamente satisfecho
615,11/12/2023,Urgencias,35,147,435,MVZ. Eddie Hernández Vidal,1,1,4,1,Mala,No,2,Algo satisfecho
616,08/04/2023,Cirugías,37,105,1747,MVZ. Eddie Hernández Vidal,3,1,5,4,Pésima,Sí,4,Muy Satisfecho
617,22/08/2023,Hospitalización,25,113,440,MVZ. Eddie Hernández Vidal,5,3,1,2,Buena,No,5,Extremadamente satisfecho
618,02/10/2023,Consulta general,12,25,2077,MVZ. Eddie Hernández Vidal,5,3,2,4,Mala,No,4,Muy Satisfecho
619,13/11/2023,Estética,31,15,1706,MVZ. Eddie Hernández Vidal,4,1,4,5,Regular,No,3,Satisfecho
620,02/03/2023,Estética,21,121,2201,MVZ. Eddie Hernández Vidal,1,2,2,4,Regular,Sí,3,Satisfecho
621,15/12/2023,Estética,22,19,4171,MVZ. Eddie Hernández Vidal,3,3,1,1,Mala,No,1,Insatisfecho
622,24/08/2023,Vacunación,20,142,2298,MVZ. Eddie Hernández Vidal,5,5,5,3,Mala,Sí,1,Insatisfecho
623,26/11/2023,Consulta general,37,94,4903,MVZ. Eddie Hernández Vidal,5,5,4,1,Mala,No,2,Algo satisfecho
624,06/10/2023,Consulta general,10,16,4507,MVZ. Eddie Hernández Vidal,5,2,5,3,Regular,Sí,4,Muy Satisfecho
625,21/03/2023,Servicio a domicilio,22,86,5953,MVZ. Eddie Hernández Vidal,2,3,2,2,Pésima,No,5,Extremadamente satisfecho
626,21/05/2023,Desparasitación,20,101,2094,MVZ. Eddie Hernández Vidal,5,3,5,3,Buena,Sí,5,Extremadamente satisfecho
627,07/08/2023,Vacunación,38,73,4087,MVZ. Eddie Hernández Vidal,3,5,5,3,Regular,No,3,Satisfecho
628,16/05/2023,Hospitalización,11,138,3317,MVZ. Eddie Hernández Vidal,1,2,2,4,Mala,No,1,Insatisfecho
629,01/12/2023,Vacunación,12,148,4105,MVZ. Eddie Hernández Vidal,1,2,4,2,Buena,Sí,5,Extremadamente satisfecho
630,15/01/2023,Desparasitación,30,63,921,MVZ. Eddie Hernández Vidal,4,2,2,4,Regular,Sí,4,Muy Satisfecho
631,07/10/2023,Cirugías,8,30,2487,MVZ. Eddie Hernández Vidal,4,4,2,1,Pésima,No,2,Algo satisfecho
632,10/02/2023,Hospitalización,28,100,2934,MVZ. Eddie Hernández Vidal,2,4,5,3,Mala,No,4,Muy Satisfecho
633,13/09/2023,Urgencias,40,134,5692,MVZ. Eddie Hernández Vidal,4,1,4,4,Regular,Sí,3,Satisfecho
634,26/07/2023,Desparasitación,14,79,1299,MVZ. Eddie Hernández Vidal,2,5,4,5,Buena,No,1,Insatisfecho
635,16/03/2023,Vacunación,35,64,946,MVZ. Eddie Hernández Vidal,2,2,3,1,Buena,No,5,Extremadamente satisfecho
636,12/12/2023,Urgencias,17,46,5390,MVZ. Eddie Hernández Vidal,4,3,3,3,Mala,Sí,2,Algo satisfecho
637,02/05/2023,Servicio a domicilio,19,141,4025,MVZ. Eddie Hernández Vidal,4,4,4,3,Pésima,Sí,3,Satisfecho
638,19/09/2023,Desparasitación,14,83,4994,MVZ. Eddie Hernández Vidal,4,5,3,1,Buena,No,4,Muy Satisfecho
639,28/10/2023,Consulta general,40,90,485,MVZ. Eddie Hernández Vidal,5,1,3,2,Mala,No,5,Extremadamente satisfecho
640,11/02/2023,Estética,36,100,3956,MVZ. Eddie Hernández Vidal,3,3,1,5,Pésima,No,4,Muy Satisfecho
641,05/11/2023,Desparasitación,34,42,3611,MVZ. Eddie Hernández Vidal,3,3,3,1,Pésima,No,5,Extremadamente satisfecho
642,26/09/2023,Urgencias,33,102,4584,MVZ. Eddie Hernández Vidal,4,2,1,3,Mala,No,4,Muy Satisfecho
643,26/06/2023,Vacunación,33,144,1649,MVZ. Eddie Hernández Vidal,4,2,5,1,Buena,No,4,Muy Satisfecho
644,30/05/2023,Servicio a domicilio,5,26,5715,MVZ. Eddie Hernández Vidal,3,5,5,2,Mala,Sí,4,Muy Satisfecho
645,10/02/2023,Hospitalización,24,29,5492,MVZ. Eddie Hernández Vidal,1,4,5,2,Buena,Sí,5,Extremadamente satisfecho
646,28/05/2023,Consulta general,25,83,802,MVZ. Eddie Hernández Vidal,4,5,1,2,Regular,Sí,3,Satisfecho
647,07/08/2023,Hospitalización,34,92,4529,MVZ. Eddie Hernández Vidal,3,2,5,3,Mala,No,1,Insatisfecho
648,01/07/2023,Cirugías,26,46,2559,MVZ. Eddie Hernández Vidal,2,2,3,2,Buena,Sí,2,Algo satisfecho
649,24/03/2023,Hospitalización,33,78,5698,MVZ. Eddie Hernández Vidal,3,5,3,3,Mala,No,3,Satisfecho
650,20/11/2023,Servicio a domicilio,26,75,2588,MVZ. Eddie Hernández Vidal,1,2,5,2,Buena,Sí,4,Muy Satisfecho
651,10/03/2023,Estética,20,126,2896,MVZ. Eddie Hernández Vidal,2,5,2,4,Mala,No,5,Extremadamente satisfecho
652,27/07/2023,Consulta general,8,21,2743,MVZ. Eddie Hernández Vidal,2,1,3,1,Buena,Sí,2,Algo satisfecho
653,12/12/2023,Hospitalización,21,95,2357,MVZ. Eddie Hernández Vidal,3,3,4,4,Buena,Sí,1,Insatisfecho
654,08/11/2023,Desparasitación,7,43,4206,MVZ. Eddie Hernández Vidal,5,3,5,3,Buena,Sí,1,Insatisfecho
655,27/10/2023,Estética,5,80,979,MVZ. Eddie Hernández Vidal,3,4,4,1,Mala,Sí,4,Muy Satisfecho
656,15/01/2023,Vacunación,17,33,2783,MVZ. Eddie Hernández Vidal,1,5,4,5,Buena,Sí,5,Extremadamente satisfecho
657,07/10/2023,Desparasitación,9,137,5984,MVZ. Eddie Hernández Vidal,5,4,1,1,Pésima,No,4,Muy Satisfecho
658,08/05/2023,Estética,6,93,5292,MVZ. Eddie Hernández Vidal,1,1,5,3,Regular,Sí,4,Muy Satisfecho
659,19/08/2023,Desparasitación,31,88,4416,MVZ. Eddie Hernández Vidal,5,4,1,3,Buena,Sí,1,Insatisfecho
660,18/09/2023,Urgencias,36,66,5684,MVZ. Eddie Hernández Vidal,5,4,5,1,Buena,No,3,Satisfecho
661,08/01/2023,Desparasitación,14,82,5325,MVZ. Eddie Hernández Vidal,1,5,2,1,Pésima,No,3,Satisfecho
662,26/01/2023,Vacunación,9,146,2939,MVZ. Eddie Hernández Vidal,5,5,3,1,Buena,No,1,Insatisfecho
663,22/10/2023,Vacunación,20,128,151,MVZ. Eddie Hernández Vidal,1,3,2,1,Buena,Sí,5,Extremadamente satisfecho
664,31/03/2023,Ultrasonido,24,69,4533,MVZ. Eddie Hernández Vidal,5,2,2,5,Regular,Sí,4,Muy Satisfecho
665,17/06/2023,Cirugías,9,130,1368,MVZ. Eddie Hernández Vidal,5,3,3,5,Pésima,Sí,1,Insatisfecho
666,08/04/2023,Servicio a domicilio,24,16,759,MVZ. Eddie Hernández Vidal,2,3,4,1,Regular,No,1,Insatisfecho
667,21/02/2023,Ultrasonido,20,127,1343,MVZ. Eddie Hernández Vidal,3,1,1,5,Pésima,Sí,3,Satisfecho
668,22/04/2023,Urgencias,16,104,5144,MVZ. Eddie Hernández Vidal,1,5,1,1,Regular,No,1,Insatisfecho
669,08/01/2023,Cirugías,10,65,2818,MVZ. Eddie Hernández Vidal,1,4,4,3,Buena,No,2,Algo satisfecho
670,30/08/2023,Estética,32,111,3134,MVZ. Eddie Hernández Vidal,5,5,1,4,Pésima,No,3,Satisfecho
671,25/05/2023,Ultrasonido,30,21,3104,MVZ. Eddie Hernández Vidal,2,3,4,3,Regular,Sí,1,Insatisfecho
672,24/06/2023,Hospitalización,18,122,4741,MVZ. Eddie Hernández Vidal,3,4,3,4,Regular,No,1,Insatisfecho
673,22/12/2023,Desparasitación,5,135,4438,MVZ. Eddie Hernández Vidal,4,1,1,3,Pésima,No,1,Insatisfecho
674,31/01/2023,Consulta general,6,77,3637,MVZ. Eddie Hernández Vidal,4,4,2,1,Mala,Sí,4,Muy Satisfecho
675,17/07/2023,Desparasitación,28,64,383,MVZ. Eddie Hernández Vidal,5,2,4,1,Buena,No,5,Extremadamente satisfecho
676,14/05/2023,Desparasitación,20,146,1785,MVZ. Eddie Hernández Vidal,3,1,2,2,Buena,No,5,Extremadamente satisfecho
677,25/07/2023,Cirugías,40,85,1447,MVZ. Eddie Hernández Vidal,3,2,1,3,Buena,No,3,Satisfecho
678,03/11/2023,Estética,24,30,2928,MVZ. Eddie Hernández Vidal,1,2,2,5,Buena,No,4,Muy Satisfecho
679,14/07/2023,Urgencias,40,96,4486,MVZ. Eddie Hernández Vidal,1,4,2,4,Pésima,Sí,5,Extremadamente satisfecho
680,10/01/2023,Vacunación,24,71,3075,MVZ. Eddie Hernández Vidal,1,5,5,4,Buena,Sí,5,Extremadamente satisfecho
681,01/10/2023,Desparasitación,23,81,580,MVZ. Eddie Hernández Vidal,1,4,4,3,Pésima,No,3,Satisfecho
682,27/02/2023,Consulta general,27,138,2747,MVZ. Eddie Hernández Vidal,3,4,5,1,Pésima,Sí,1,Insatisfecho
