Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente
499,13/05/2025,Urgencias,33,77,1330,MVZ. Eddie Hernández Vidal,2,3,3,3,Pesima,No,Satisfecho
500,14/05/2025,Hospitalización,41,56,3676,MVZ. Eddie Hernández Vidal,5,5,4,3,Pesima,No,Muy Satisfecho
501,15/05/2025,Cirugías,47,19,3867,MVZ. Eddie Hernández Vidal,1,2,2,5,Regular,Sí,Satisfecho
502,16/05/2025,Consulta general,45,115,1099,MVZ. Eddie Hernández Vidal,4,3,5,3,Buena,Sí,Muy Satisfecho
503,17/05/2025,Cirugías,32,33,4622,MVZ. Eddie Hernández Vidal,4,4,1,3,Mala,Sí,Satisfecho
504,18/05/2025,Ultrasonido,57,162,5114,MVZ. Eddie Hernández Vidal,1,3,3,5,Mala,No,Satisfecho
505,19/05/2025,Ultrasonido,4,99,6795,MVZ. Eddie Hernández Vidal,5,5,2,4,Buena,No,Muy Satisfecho
506,20/05/2025,Estética,54,13,8204,MVZ. Eddie Hernández Vidal,2,1,5,2,Pesima,Sí,Satisfecho
507,21/05/2025,Hospitalización,0,112,134,MVZ. Eddie Hernández Vidal,1,3,3,3,Buena,Sí,Satisfecho
508,22/05/2025,Cirugías,11,61,4487,MVZ. Eddie Hernández Vidal,5,5,4,5,Regular,No,Extremadamente satisfecho
509,23/05/2025,Vacunación,51,84,5192,MVZ. Eddie Hernández Vidal,3,5,4,4,Buena,No,Muy Satisfecho
510,24/05/2025,Servicio a domicilio,35,103,5656,MVZ. Eddie Hernández Vidal,3,1,3,3,Regular,Sí,Satisfecho
511,25/05/2025,Vacunación,4,42,5919,MVZ. Eddie Hernández Vidal,5,3,2,2,Mala,No,Satisfecho
512,26/05/2025,Servicio a domicilio,26,175,7665,MVZ. Eddie Hernández Vidal,2,3,1,4,Pesima,No,Satisfecho
513,27/05/2025,Cirugías,15,107,6554,MVZ. Eddie Hernández Vidal,1,4,4,4,Pesima,No,Satisfecho
514,28/05/2025,Desparacitación,49,106,8538,MVZ. Eddie Hernández Vidal,4,5,4,2,Pesima,Sí,Muy Satisfecho
515,29/05/2025,Consulta general,28,10,291,MVZ. Eddie Hernández Vidal,1,3,5,5,Pesima,No,Muy Satisfecho
516,30/05/2025,Cirugías,42,147,1171,MVZ. Eddie Hernández Vidal,2,3,1,2,Pesima,No,Algo satisfecho
517,31/05/2025,Estética,16,144,8175,MVZ. Eddie Hernández Vidal,3,2,1,2,Buena,No,Algo satisfecho
518,01/06/2025,Vacunación,52,149,6486,MVZ. Eddie Hernández Vidal,1,1,1,5,Buena,No,Algo satisfecho
519,02/06/2025,Cirugías,6,164,6201,MVZ. Eddie Hernández Vidal,5,4,1,5,Buena,No,Muy Satisfecho
520,03/06/2025,Estética,56,81,1828,MVZ. Eddie Hernández Vidal,1,1,4,1,Buena,Sí,Algo satisfecho
521,04/06/2025,Desparacitación,31,103,7413,MVZ. Eddie Hernández Vidal,1,2,4,4,Buena,No,Satisfecho
522,05/06/2025,Consulta general,2,69,3937,MVZ. Eddie Hernández Vidal,3,2,1,4,Pesima,No,Satisfecho
523,06/06/2025,Hospitalización,60,125,3212,MVZ. Eddie Hernández Vidal,3,2,4,5,Mala,No,Muy Satisfecho
524,07/06/2025,Estética,17,62,327,MVZ. Eddie Hernández Vidal,4,3,2,1,Buena,Sí,Satisfecho
525,08/06/2025,Consulta general,50,149,6727,MVZ. Eddie Hernández Vidal,3,1,4,2,Regular,No,Satisfecho
526,09/06/2025,Servicio a domicilio,1,132,3807,MVZ. Eddie Hernández Vidal,3,1,2,2,Regular,No,Algo satisfecho
527,10/06/2025,Consulta general,32,137,2751,MVZ. Eddie Hernández Vidal,1,5,4,3,Regular,No,Satisfecho
528,11/06/2025,Consulta general,33,105,1649,MVZ. Eddie Hernández Vidal,3,3,5,4,Pesima,Sí,Muy Satisfecho
529,12/06/2025,Hospitalización,38,8,1288,MVZ. Eddie Hernández Vidal,1,4,4,2,Mala,Sí,Satisfecho
530,13/06/2025,Cirugías,4,138,3470,MVZ. Eddie Hernández Vidal,1,4,5,1,Mala,Sí,Satisfecho
531,14/06/2025,Urgencias,30,55,9596,MVZ. Eddie Hernández Vidal,5,5,3,4,Regular,No,Muy Satisfecho
532,15/06/2025,Desparacitación,4,132,5012,MVZ. Eddie Hernández Vidal,1,2,2,5,Mala,Sí,Satisfecho
533,16/06/2025,Consulta general,59,175,9623,MVZ. Eddie Hernández Vidal,4,3,2,1,Mala,No,Satisfecho
534,17/06/2025,Consulta general,15,50,3668,MVZ. Eddie Hernández Vidal,1,1,5,2,Buena,Sí,Algo satisfecho
535,18/06/2025,Ultrasonido,21,20,604,MVZ. Eddie Hernández Vidal,1,5,5,4,Mala,No,Muy Satisfecho
536,19/06/2025,Ultrasonido,57,122,8964,MVZ. Eddie Hernández Vidal,2,1,4,2,Pesima,Sí,Algo satisfecho
537,20/06/2025,Urgencias,51,96,9488,MVZ. Eddie Hernández Vidal,4,1,2,3,Buena,Sí,Satisfecho
538,21/06/2025,Servicio a domicilio,38,130,2750,MVZ. Eddie Hernández Vidal,2,1,5,2,Buena,Sí,Satisfecho
539,22/06/2025,Vacunación,10,166,3308,MVZ. Eddie Hernández Vidal,5,2,4,5,Regular,No,Muy Satisfecho
540,23/06/2025,Hospitalización,16,16,5237,MVZ. Eddie Hernández Vidal,1,4,4,2,Buena,No,Satisfecho
541,24/06/2025,Servicio a domicilio,2,132,9939,MVZ. Eddie Hernández Vidal,4,2,1,5,Pesima,Sí,Satisfecho
542,25/06/2025,Desparacitación,46,39,6906,MVZ. Eddie Hernández Vidal,4,2,1,1,Pesima,Sí,Algo satisfecho
543,26/06/2025,Urgencias,46,18,8705,MVZ. Eddie Hernández Vidal,5,4,3,2,Buena,Sí,Muy Satisfecho
544,27/06/2025,Ultrasonido,46,140,5988,MVZ. Eddie Hernández Vidal,3,4,2,1,Buena,No,Satisfecho
545,28/06/2025,Servicio a domicilio,32,157,3666,MVZ. Eddie Hernández Vidal,4,5,5,3,Regular,Sí,Muy Satisfecho
546,29/06/2025,Desparacitación,39,104,2666,MVZ. Eddie Hernández Vidal,3,2,2,1,Buena,Sí,Algo satisfecho
547,30/06/2025,Hospitalización,23,87,307,MVZ. Eddie Hernández Vidal,5,3,4,3,Mala,No,Muy Satisfecho
548,01/07/2025,Vacunación,1,115,249,MVZ. Eddie Hernández Vidal,3,1,5,2,Pesima,Sí,Satisfecho
549,02/07/2025,Urgencias,36,45,4790,MVZ. Eddie Hernández Vidal,5,3,1,4,Pesima,No,Satisfecho
550,03/07/2025,Cirugías,25,70,6779,MVZ. Eddie Hernández Vidal,1,3,5,2,Regular,No,Satisfecho
551,04/07/2025,Desparacitación,8,32,2462,MVZ. Eddie Hernández Vidal,1,3,1,5,Regular,Sí,Satisfecho
552,05/07/2025,Urgencias,47,148,3492,MVZ. Eddie Hernández Vidal,1,4,4,2,Regular,Sí,Satisfecho
553,06/07/2025,Servicio a domicilio,27,148,328,MVZ. Eddie Hernández Vidal,2,5,3,4,Regular,No,Muy Satisfecho
554,07/07/2025,Vacunación,0,46,1148,MVZ. Eddie Hernández Vidal,4,2,1,2,Buena,No,Algo satisfecho
555,08/07/2025,Consulta general,35,11,8232,MVZ. Eddie Hernández Vidal,5,4,1,4,Mala,Sí,Muy Satisfecho
556,09/07/2025,Hospitalización,26,131,3213,MVZ. Eddie Hernández Vidal,3,5,3,2,Mala,No,Satisfecho
557,10/07/2025,Consulta general,47,61,390,MVZ. Eddie Hernández Vidal,5,5,3,5,Pesima,No,Extremadamente satisfecho
558,11/07/2025,Vacunación,52,139,2342,MVZ. Eddie Hernández Vidal,2,5,5,5,Mala,No,Muy Satisfecho
559,12/07/2025,Desparacitación,42,83,6380,MVZ. Eddie Hernández Vidal,3,5,4,1,Regular,Sí,Satisfecho
560,13/07/2025,Consulta general,22,164,8270,MVZ. Eddie Hernández Vidal,2,1,2,5,Buena,Sí,Satisfecho
561,14/07/2025,Hospitalización,31,139,4840,MVZ. Eddie Hernández Vidal,3,1,1,2,Mala,Sí,Algo satisfecho
562,15/07/2025,Desparacitación,1,38,6664,MVZ. Eddie Hernández Vidal,4,4,4,3,Regular,No,Muy Satisfecho
563,16/07/2025,Urgencias,29,132,5798,MVZ. Eddie Hernández Vidal,1,2,4,4,Regular,No,Satisfecho
564,17/07/2025,Servicio a domicilio,3,131,5856,MVZ. Eddie Hernández Vidal,1,2,4,4,Pesima,Sí,Satisfecho
565,18/07/2025,Hospitalización,3,51,400,MVZ. Eddie Hernández Vidal,4,4,4,1,Mala,No,Satisfecho
566,19/07/2025,Desparacitación,34,132,5020,MVZ. Eddie Hernández Vidal,4,2,4,2,Mala,Sí,Satisfecho
567,20/07/2025,Urgencias,52,31,4371,MVZ. Eddie Hernández Vidal,1,4,5,5,Buena,Sí,Muy Satisfecho
568,21/07/2025,Servicio a domicilio,36,56,1000,MVZ. Eddie Hernández Vidal,5,2,5,4,Mala,No,Muy Satisfecho
569,22/07/2025,Ultrasonido,42,165,3503,MVZ. Eddie Hernández Vidal,3,3,3,4,Regular,Sí,Satisfecho
570,23/07/2025,Servicio a domicilio,46,51,9676,MVZ. Eddie Hernández Vidal,5,1,5,4,Pesima,No,Muy Satisfecho
571,24/07/2025,Desparacitación,20,100,9342,MVZ. Eddie Hernández Vidal,5,4,1,3,Mala,Sí,Satisfecho
572,25/07/2025,Cirugías,41,140,877,MVZ. Eddie Hernández Vidal,4,5,1,3,Regular,No,Satisfecho
573,26/07/2025,Desparacitación,5,44,8415,MVZ. Eddie Hernández Vidal,1,2,5,3,Buena,No,Satisfecho
574,27/07/2025,Desparacitación,24,10,4285,MVZ. Eddie Hernández Vidal,3,4,4,1,Regular,Sí,Satisfecho
575,28/07/2025,Estética,19,106,2472,MVZ. Eddie Hernández Vidal,1,3,3,1,Mala,No,Algo satisfecho
576,29/07/2025,Consulta general,54,160,4738,MVZ. Eddie Hernández Vidal,1,3,3,1,Regular,No,Algo satisfecho
577,30/07/2025,Cirugías,37,171,3731,MVZ. Eddie Hernández Vidal,1,1,5,2,Regular,Sí,Algo satisfecho
578,31/07/2025,Hospitalización,3,50,1541,MVZ. Eddie Hernández Vidal,4,4,2,1,Buena,Sí,Satisfecho
579,01/08/2025,Urgencias,19,156,217,MVZ. Eddie Hernández Vidal,1,4,5,3,Regular,No,Satisfecho
580,02/08/2025,Consulta general,23,17,7873,MVZ. Eddie Hernández Vidal,1,2,4,2,Mala,Sí,Algo satisfecho
581,03/08/2025,Vacunación,48,142,5953,MVZ. Eddie Hernández Vidal,3,5,4,2,Regular,No,Muy Satisfecho
582,04/08/2025,Servicio a domicilio,30,162,7736,MVZ. Eddie Hernández Vidal,4,3,5,1,Regular,Sí,Satisfecho
583,05/08/2025,Estética,30,162,6553,MVZ. Eddie Hernández Vidal,5,5,2,2,Pesima,Sí,Muy Satisfecho
584,06/08/2025,Servicio a domicilio,25,18,7004,MVZ. Eddie Hernández Vidal,2,3,4,3,Buena,Sí,Satisfecho
585,07/08/2025,Desparacitación,7,92,1445,MVZ. Eddie Hernández Vidal,1,2,1,3,Mala,No,Algo satisfecho
586,08/08/2025,Estética,42,29,9809,MVZ. Eddie Hernández Vidal,1,1,1,3,Buena,Sí,Algo satisfecho
587,09/08/2025,Servicio a domicilio,12,142,8280,MVZ. Eddie Hernández Vidal,3,4,1,5,Mala,Sí,Satisfecho
588,10/08/2025,Estética,4,73,6381,MVZ. Eddie Hernández Vidal,5,3,1,3,Buena,No,Satisfecho
589,11/08/2025,Hospitalización,48,170,6201,MVZ. Eddie Hernández Vidal,2,3,4,1,Buena,No,Satisfecho
590,12/08/2025,Estética,27,91,2178,MVZ. Eddie Hernández Vidal,3,4,3,1,Pesima,Sí,Satisfecho
591,13/08/2025,Servicio a domicilio,12,157,5883,MVZ. Eddie Hernández Vidal,2,1,4,4,Regular,No,Satisfecho
592,14/08/2025,Vacunación,47,106,437,MVZ. Eddie Hernández Vidal,3,3,3,4,Regular,Sí,Satisfecho
593,15/08/2025,Vacunación,10,109,4334,MVZ. Eddie Hernández Vidal,3,5,2,3,Pesima,No,Satisfecho
594,16/08/2025,Ultrasonido,60,58,8851,MVZ. Eddie Hernández Vidal,4,2,2,2,Pesima,No,Satisfecho
595,17/08/2025,Urgencias,43,103,9313,MVZ. Eddie Hernández Vidal,3,1,4,3,Regular,Sí,Satisfecho
596,18/08/2025,Vacunación,53,179,9755,MVZ. Eddie Hernández Vidal,5,5,3,1,Pesima,Sí,Muy Satisfecho
597,19/08/2025,Ultrasonido,46,166,6634,MVZ. Eddie Hernández Vidal,4,3,4,2,Pesima,Sí,Satisfecho
598,20/08/2025,Vacunación,10,146,7594,MVZ. Eddie Hernández Vidal,2,1,4,2,Regular,No,Algo satisfecho
599,21/08/2025,Ultrasonido,51,17,2169,MVZ. Eddie Hernández Vidal,4,4,3,1,Regular,No,Satisfecho
600,22/08/2025,Vacunación,43,179,2567,MVZ. Eddie Hernández Vidal,2,1,5,2,Regular,No,Satisfecho
601,23/08/2025,Servicio a domicilio,6,34,2383,MVZ. Eddie Hernández Vidal,2,3,2,5,Regular,Sí,Satisfecho
602,24/08/2025,Servicio a domicilio,7,17,1407,MVZ. Eddie Hernández Vidal,2,2,2,4,Pesima,Sí,Satisfecho
603,25/08/2025,Servicio a domicilio,0,53,9204,MVZ. Eddie Hernández Vidal,3,5,2,4,Regular,No,Muy Satisfecho
604,26/08/2025,Ultrasonido,51,40,1138,MVZ. Eddie Hernández Vidal,5,4,2,2,Regular,Sí,Satisfecho
605,27/08/2025,Desparacitación,34,39,8841,MVZ. Eddie Hernández Vidal,4,1,2,2,Pesima,Sí,Algo satisfecho
606,28/08/2025,Ultrasonido,32,63,4615,MVZ. Eddie Hernández Vidal,2,2,4,2,Regular,Sí,Satisfecho
607,29/08/2025,Urgencias,23,134,427,MVZ. Eddie Hernández Vidal,5,2,4,4,Mala,No,Muy Satisfecho
608,30/08/2025,Desparacitación,0,150,414,MVZ. Eddie Hernández Vidal,2,5,4,3,Regular,No,Muy Satisfecho
609,31/08/2025,Servicio a domicilio,7,176,2076,MVZ. Eddie Hernández Vidal,2,1,5,3,Mala,No,Satisfecho
610,01/09/2025,Consulta general,30,14,3751,MVZ. Eddie Hernández Vidal,1,1,5,3,Mala,No,Satisfecho
611,02/09/2025,Ultrasonido,18,149,9167,MVZ. Eddie Hernández Vidal,2,5,5,4,Buena,Sí,Muy Satisfecho
612,03/09/2025,Consulta general,32,72,9781,MVZ. Eddie Hernández Vidal,1,2,3,4,Mala,Sí,Satisfecho
613,04/09/2025,Hospitalización,2,174,5068,MVZ. Eddie Hernández Vidal,1,1,1,3,Mala,No,Algo satisfecho
614,05/09/2025,Cirugías,38,52,5088,MVZ. Eddie Hernández Vidal,2,4,4,5,Buena,Sí,Muy Satisfecho
615,06/09/2025,Ultrasonido,12,93,4505,MVZ. Eddie Hernández Vidal,5,3,4,5,Mala,Sí,Muy Satisfecho
616,07/09/2025,Consulta general,0,63,6536,MVZ. Eddie Hernández Vidal,5,1,3,1,Buena,No,Satisfecho
617,08/09/2025,Ultrasonido,60,41,4168,MVZ. Eddie Hernández Vidal,3,4,3,5,Mala,Sí,Muy Satisfecho
618,09/09/2025,Ultrasonido,8,17,7477,MVZ. Eddie Hernández Vidal,1,2,2,1,Regular,No,Algo satisfecho
619,10/09/2025,Ultrasonido,3,31,5132,MVZ. Eddie Hernández Vidal,5,5,3,4,Mala,Sí,Muy Satisfecho
620,11/09/2025,Ultrasonido,13,7,6609,MVZ. Eddie Hernández Vidal,5,4,3,5,Mala,No,Muy Satisfecho
621,12/09/2025,Servicio a domicilio,26,27,5644,MVZ. Eddie Hernández Vidal,3,4,2,4,Buena,Sí,Satisfecho
622,13/09/2025,Cirugías,3,51,9015,MVZ. Eddie Hernández Vidal,1,1,5,5,Mala,No,Satisfecho
623,14/09/2025,Servicio a domicilio,38,88,387,MVZ. Eddie Hernández Vidal,2,5,2,1,Buena,No,Satisfecho
624,15/09/2025,Servicio a domicilio,6,23,7866,MVZ. Eddie Hernández Vidal,1,5,2,4,Buena,No,Satisfecho
625,16/09/2025,Vacunación,6,39,3536,MVZ. Eddie Hernández Vidal,4,4,2,3,Pesima,No,Satisfecho
626,17/09/2025,Servicio a domicilio,20,100,612,MVZ. Eddie Hernández Vidal,5,4,3,4,Pesima,Sí,Muy Satisfecho
627,18/09/2025,Vacunación,58,5,4428,MVZ. Eddie Hernández Vidal,3,2,1,1,Buena,No,Algo satisfecho
628,19/09/2025,Estética,2,160,2345,MVZ. Eddie Hernández Vidal,1,1,3,3,Mala,No,Algo satisfecho
629,20/09/2025,Cirugías,21,53,1084,MVZ. Eddie Hernández Vidal,3,5,4,4,Pesima,Sí,Muy Satisfecho
630,21/09/2025,Desparacitación,47,136,9252,MVZ. Eddie Hernández Vidal,4,3,5,3,Regular,Sí,Muy Satisfecho
631,22/09/2025,Cirugías,52,16,1413,MVZ. Eddie Hernández Vidal,2,4,1,2,Pesima,No,Algo satisfecho
632,23/09/2025,Consulta general,58,117,8710,MVZ. Eddie Hernández Vidal,2,3,4,1,Buena,Sí,Satisfecho
633,24/09/2025,Cirugías,46,161,6788,MVZ. Eddie Hernández Vidal,5,4,3,5,Buena,Sí,Muy Satisfecho
634,25/09/2025,Estética,18,45,3490,MVZ. Eddie Hernández Vidal,1,5,1,4,Mala,No,Satisfecho
635,26/09/2025,Servicio a domicilio,16,7,1938,MVZ. Eddie Hernández Vidal,4,1,5,3,Pesima,No,Satisfecho
636,27/09/2025,Cirugías,57,64,8476,MVZ. Eddie Hernández Vidal,1,3,2,4,Buena,No,Satisfecho
637,28/09/2025,Ultrasonido,43,15,2179,MVZ. Eddie Hernández Vidal,1,2,2,2,Pesima,Sí,Algo satisfecho
638,29/09/2025,Desparacitación,33,137,1716,MVZ. Eddie Hernández Vidal,3,5,4,1,Pesima,No,Satisfecho
639,30/09/2025,Urgencias,42,114,298,MVZ. Eddie Hernández Vidal,5,3,3,3,Pesima,No,Muy Satisfecho
640,01/10/2025,Estética,5,132,6426,MVZ. Eddie Hernández Vidal,5,4,3,4,Regular,No,Muy Satisfecho
641,02/10/2025,Cirugías,29,95,4376,MVZ. Eddie Hernández Vidal,1,1,5,4,Mala,No,Satisfecho
642,03/10/2025,Cirugías,15,112,9934,MVZ. Eddie Hernández Vidal,1,4,3,4,Buena,Sí,Satisfecho
643,04/10/2025,Cirugías,25,13,8084,MVZ. Eddie Hernández Vidal,4,1,5,1,Regular,Sí,Satisfecho
644,05/10/2025,Consulta general,45,42,4631,MVZ. Eddie Hernández Vidal,1,4,4,3,Mala,No,Satisfecho
645,06/10/2025,Urgencias,53,107,570,MVZ. Eddie Hernández Vidal,5,3,1,4,Regular,No,Satisfecho
646,07/10/2025,Urgencias,24,96,7441,MVZ. Eddie Hernández Vidal,3,2,4,3,Mala,No,Satisfecho
647,08/10/2025,Urgencias,36,24,841,MVZ. Eddie Hernández Vidal,4,4,4,4,Pesima,Sí,Muy Satisfecho
648,09/10/2025,Urgencias,60,40,6109,MVZ. Eddie Hernández Vidal,3,3,2,3,Buena,Sí,Satisfecho
649,10/10/2025,Urgencias,57,169,4660,MVZ. Eddie Hernández Vidal,1,3,3,4,Buena,No,Satisfecho
650,11/10/2025,Hospitalización,0,129,5880,MVZ. Eddie Hernández Vidal,4,4,5,5,Regular,No,Extremadamente satisfecho
651,12/10/2025,Ultrasonido,13,79,8802,MVZ. Eddie Hernández Vidal,3,2,2,1,Mala,Sí,Algo satisfecho
652,13/10/2025,Vacunación,12,54,7878,MVZ. Eddie Hernández Vidal,4,1,3,4,Pesima,No,Satisfecho
653,14/10/2025,Cirugías,6,151,2970,MVZ. Eddie Hernández Vidal,2,3,2,2,Mala,Sí,Algo satisfecho
654,15/10/2025,Desparacitación,49,9,7108,MVZ. Eddie Hernández Vidal,2,3,1,3,Pesima,No,Algo satisfecho
655,16/10/2025,Vacunación,49,54,9813,MVZ. Eddie Hernández Vidal,5,3,3,3,Regular,Sí,Muy Satisfecho
656,17/10/2025,Desparacitación,3,18,6036,MVZ. Eddie Hernández Vidal,4,3,1,1,Mala,No,Algo satisfecho
657,18/10/2025,Cirugías,32,149,4885,MVZ. Eddie Hernández Vidal,4,4,1,1,Regular,No,Satisfecho
658,19/10/2025,Consulta general,51,109,9283,MVZ. Eddie Hernández Vidal,5,1,3,5,Regular,No,Muy Satisfecho
659,20/10/2025,Vacunación,49,66,6585,MVZ. Eddie Hernández Vidal,2,4,1,3,Regular,Sí,Satisfecho
660,21/10/2025,Ultrasonido,35,103,7396,MVZ. Eddie Hernández Vidal,4,2,5,2,Mala,Sí,Satisfecho
661,22/10/2025,Hospitalización,13,22,6819,MVZ. Eddie Hernández Vidal,5,1,5,3,Mala,Sí,Muy Satisfecho
662,23/10/2025,Desparacitación,11,29,7093,MVZ. Eddie Hernández Vidal,5,5,4,5,Pesima,No,Extremadamente satisfecho
663,24/10/2025,Urgencias,17,98,4132,MVZ. Eddie Hernández Vidal,4,2,2,5,Regular,No,Satisfecho
664,25/10/2025,Urgencias,4,71,1417,MVZ. Eddie Hernández Vidal,2,4,4,4,Mala,No,Muy Satisfecho
665,26/10/2025,Hospitalización,23,51,3808,MVZ. Eddie Hernández Vidal,3,3,2,2,Mala,Sí,Satisfecho
666,27/10/2025,Vacunación,47,173,8849,MVZ. Eddie Hernández Vidal,2,4,5,5,Pesima,No,Muy Satisfecho
667,28/10/2025,Vacunación,10,172,2138,MVZ. Eddie Hernández Vidal,4,4,5,5,Regular,Sí,Extremadamente satisfecho
668,29/10/2025,Urgencias,38,14,4628,MVZ. Eddie Hernández Vidal,4,4,5,5,Pesima,No,Extremadamente satisfecho
669,30/10/2025,Urgencias,52,112,6285,MVZ. Eddie Hernández Vidal,4,2,1,5,Buena,No,Satisfecho
670,31/10/2025,Desparacitación,53,31,4281,MVZ. Eddie Hernández Vidal,2,5,1,3,Regular,Sí,Satisfecho
671,01/11/2025,Desparacitación,38,25,9924,MVZ. Eddie Hernández Vidal,3,3,1,1,Regular,Sí,Algo satisfecho
672,02/11/2025,Cirugías,48,111,8309,MVZ. Eddie Hernández Vidal,3,3,3,5,Regular,Sí,Muy Satisfecho
673,03/11/2025,Estética,36,71,6782,MVZ. Eddie Hernández Vidal,5,4,1,4,Pesima,No,Muy Satisfecho
674,04/11/2025,Estética,29,57,1039,MVZ. Eddie Hernández Vidal,5,4,3,3,Regular,No,Muy Satisfecho
675,05/11/2025,Urgencias,25,44,5532,MVZ. Eddie Hernández Vidal,1,4,1,2,Buena,Sí,Algo satisfecho
676,06/11/2025,Consulta general,35,88,1709,MVZ. Eddie Hernández Vidal,1,4,3,1,Pesima,No,Algo satisfecho
677,07/11/2025,Cirugías,7,121,7055,MVZ. Eddie Hernández Vidal,1,2,3,3,Regular,No,Algo satisfecho
678,08/11/2025,Ultrasonido,0,140,9209,MVZ. Eddie Hernández Vidal,1,2,4,1,Buena,No,Algo satisfecho
679,09/11/2025,Consulta general,0,36,7196,MVZ. Eddie Hernández Vidal,3,1,4,2,Buena,Sí,Satisfecho
680,10/11/2025,Desparacitación,8,101,2813,MVZ. Eddie Hernández Vidal,4,1,1,2,Buena,No,Algo satisfecho
681,11/11/2025,Urgencias,3,160,6149,MVZ. Eddie Hernández Vidal,3,2,4,5,Buena,Sí,Muy Satisfecho
682,12/11/2025,Desparacitación,6,157,3286,MVZ. Eddie Hernández Vidal,3,4,3,5,Buena,Sí,Muy Satisfecho
683,13/11/2025,Hospitalización,37,60,1596,MVZ. Eddie Hernández Vidal,5,3,1,2,Mala,No,Satisfecho
684,14/11/2025,Hospitalización,60,141,5417,MVZ. Eddie Hernández Vidal,3,2,3,5,Buena,No,Satisfecho
685,15/11/2025,Hospitalización,7,49,810,MVZ. Eddie Hernández Vidal,1,2,2,1,Buena,No,Algo satisfecho
686,16/11/2025,Ultrasonido,51,58,9457,MVZ. Eddie Hernández Vidal,5,1,1,5,Mala,Sí,Satisfecho
687,17/11/2025,Servicio a domicilio,13,43,5488,MVZ. Eddie Hernández Vidal,1,5,5,2,Regular,No,Satisfecho
688,18/11/2025,Ultrasonido,18,160,5350,MVZ. Eddie Hernández Vidal,5,3,2,4,Mala,Sí,Muy Satisfecho
689,19/11/2025,Urgencias,56,48,2744,MVZ. Eddie Hernández Vidal,5,3,3,5,Mala,Sí,Muy Satisfecho
690,20/11/2025,Servicio a domicilio,17,13,7330,MVZ. Eddie Hernández Vidal,2,5,4,5,Mala,No,Muy Satisfecho
691,21/11/2025,Hospitalización,3,173,3930,MVZ. Eddie Hernández Vidal,5,1,1,5,Mala,Sí,Satisfecho
692,22/11/2025,Hospitalización,8,125,2167,MVZ. Eddie Hernández Vidal,2,3,1,3,Mala,Sí,Algo satisfecho
693,23/11/2025,Servicio a domicilio,47,37,7098,MVZ. Eddie Hernández Vidal,4,1,1,5,Regular,No,Satisfecho
694,24/11/2025,Ultrasonido,43,21,1655,MVZ. Eddie Hernández Vidal,1,1,4,3,Mala,No,Algo satisfecho
695,25/11/2025,Consulta general,3,122,1759,MVZ. Eddie Hernández Vidal,3,4,1,5,Pesima,Sí,Satisfecho
696,26/11/2025,Vacunación,44,80,4581,MVZ. Eddie Hernández Vidal,4,5,2,1,Mala,No,Satisfecho
697,27/11/2025,Hospitalización,11,84,9819,MVZ. Eddie Hernández Vidal,3,5,4,3,Mala,Sí,Muy Satisfecho
698,28/11/2025,Urgencias,53,56,5969,MVZ. Eddie Hernández Vidal,1,4,4,2,Regular,No,Satisfecho
699,29/11/2025,Cirugías,49,115,6215,MVZ. Eddie Hernández Vidal,3,1,5,4,Mala,Sí,Satisfecho
700,30/11/2025,Desparacitación,50,169,1149,MVZ. Eddie Hernández Vidal,5,1,4,2,Mala,Sí,Satisfecho
701,01/12/2025,Cirugías,10,65,6037,MVZ. Eddie Hernández Vidal,4,3,2,1,Pesima,Sí,Satisfecho
702,02/12/2025,Cirugías,43,23,7797,MVZ. Eddie Hernández Vidal,2,5,1,4,Pesima,No,Satisfecho
703,03/12/2025,Vacunación,15,158,5556,MVZ. Eddie Hernández Vidal,3,3,4,4,Mala,No,Muy Satisfecho
704,04/12/2025,Estética,27,45,5210,MVZ. Eddie Hernández Vidal,4,3,4,3,Pesima,No,Muy Satisfecho
705,05/12/2025,Urgencias,38,158,8371,MVZ. Eddie Hernández Vidal,2,5,1,2,Buena,No,Satisfecho
706,06/12/2025,Consulta general,35,9,2147,MVZ. Eddie Hernández Vidal,1,3,4,3,Buena,Sí,Satisfecho
707,07/12/2025,Cirugías,18,143,6156,MVZ. Eddie Hernández Vidal,1,5,3,1,Buena,Sí,Satisfecho
708,08/12/2025,Desparacitación,53,102,1877,MVZ. Eddie Hernández Vidal,4,1,2,1,Regular,Sí,Algo satisfecho
709,09/12/2025,Consulta general,35,91,8802,MVZ. Eddie Hernández Vidal,2,1,5,3,Pesima,Sí,Satisfecho
710,10/12/2025,Cirugías,21,115,3891,MVZ. Eddie Hernández Vidal,4,2,3,1,Regular,No,Satisfecho
711,11/12/2025,Urgencias,28,168,4418,MVZ. Eddie Hernández Vidal,4,3,2,2,Buena,Sí,Satisfecho
712,12/12/2025,Ultrasonido,59,89,6077,MVZ. Eddie Hernández Vidal,2,3,4,4,Regular,Sí,Satisfecho
713,13/12/2025,Estética,33,138,3938,MVZ. Eddie Hernández Vidal,5,5,3,1,Pesima,Sí,Muy Satisfecho
714,14/12/2025,Estética,25,63,3821,MVZ. Eddie Hernández Vidal,3,3,2,1,Pesima,Sí,Algo satisfecho
