Cliente_ID,Fecha_Visita,Tipo_Servicio,Tiempo_Espera,Duración_Atención,Costo_Servicio,Personal_Atención,Calidad_Atención,Instalaciones,Comunicación,Facilidad_Pago,Experiencia_Cliente,Recomendaciones,Satisfaccion_cliente,Niveles
484,06/12/2023,Urgencias,33,134,5958,MVZ. Eddie Hernández Vidal,1,3,4,1,Pésima,Sí,Algo satisfecho,Algo satisfecho
485,18/10/2023,Desparasitación,36,30,4562,MVZ. Eddie Hernández Vidal,3,3,1,5,Mala,Sí,Insatisfecho,Insatisfecho
486,25/01/2023,Servicio a domicilio,30,120,1520,MVZ. Eddie Hernández Vidal,5,2,5,5,Buena,No,Muy Satisfecho,Muy Satisfecho
487,21/08/2023,Vacunación,35,60,196,MVZ. Eddie Hernández Vidal,4,5,5,3,Mala,Sí,Insatisfecho,Insatisfecho
488,04/03/2023,Hospitalización,5,138,5972,MVZ. Eddie Hernández Vidal,1,3,5,3,Mala,No,Insatisfecho,Insatisfecho
489,09/03/2023,Consulta general,16,59,869,MVZ. Eddie Hernández Vidal,5,3,5,3,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
490,10/01/2023,Ultrasonido,7,112,1220,MVZ. Eddie Hernández Vidal,4,3,3,1,Pésima,No,Satisfecho,Satisfecho
491,14/07/2023,Cirugías,20,42,4810,MVZ. Eddie Hernández Vidal,1,4,3,5,Regular,Sí,Satisfecho,Satisfecho
492,21/01/2023,Urgencias,29,114,4993,MVZ. Eddie Hernández Vidal,1,3,2,4,Mala,No,Algo satisfecho,Algo satisfecho
493,25/11/2023,Consulta general,36,21,2670,MVZ. Eddie Hernández Vidal,5,3,2,5,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
494,27/10/2023,Urgencias,11,125,5250,MVZ. Eddie Hernández Vidal,2,3,2,4,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
495,10/03/2023,Ultrasonido,13,109,1713,MVZ. Eddie Hernández Vidal,4,4,5,2,Mala,No,Insatisfecho,Insatisfecho
496,01/02/2023,Cirugías,26,115,3178,MVZ. Eddie Hernández Vidal,1,1,2,4,Pésima,Sí,Algo satisfecho,Algo satisfecho
497,13/04/2023,Urgencias,18,22,5911,MVZ. Eddie Hernández Vidal,2,2,4,4,Regular,Sí,Insatisfecho,Insatisfecho
498,21/12/2023,Desparasitación,23,135,2333,MVZ. Eddie Hernández Vidal,3,4,3,5,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
499,10/04/2023,Cirugías,8,31,1161,MVZ. Eddie Hernández Vidal,4,5,4,1,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
500,23/06/2023,Servicio a domicilio,9,143,228,MVZ. Eddie Hernández Vidal,1,2,4,3,Buena,No,Algo satisfecho,Algo satisfecho
501,04/07/2023,Ultrasonido,6,138,4649,MVZ. Eddie Hernández Vidal,5,3,3,3,Regular,Sí,Satisfecho,Satisfecho
502,20/09/2023,Urgencias,14,138,3915,MVZ. Eddie Hernández Vidal,3,2,4,2,Regular,No,Muy Satisfecho,Muy Satisfecho
503,24/05/2023,Urgencias,30,33,1381,MVZ. Eddie Hernández Vidal,3,4,3,5,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
504,13/04/2023,Consulta general,26,111,1329,MVZ. Eddie Hernández Vidal,4,1,1,2,Buena,No,Muy Satisfecho,Muy Satisfecho
505,23/07/2023,Estética,25,51,2003,MVZ. Eddie Hernández Vidal,2,4,3,2,Pésima,No,Algo satisfecho,Algo satisfecho
506,16/05/2023,Cirugías,35,121,5292,MVZ. Eddie Hernández Vidal,3,3,3,4,Mala,No,Muy Satisfecho,Muy Satisfecho
507,08/02/2023,Vacunación,31,95,1819,MVZ. Eddie Hernández Vidal,4,3,5,2,Buena,Sí,Muy Satisfecho,Muy Satisfecho
508,14/03/2023,Vacunación,32,124,3393,MVZ. Eddie Hernández Vidal,4,1,2,2,Buena,No,Algo satisfecho,Algo satisfecho
509,14/09/2023,Desparasitación,23,16,2086,MVZ. Eddie Hernández Vidal,5,1,2,2,Pésima,No,Algo satisfecho,Algo satisfecho
510,30/01/2023,Desparasitación,17,33,3235,MVZ. Eddie Hernández Vidal,5,3,4,2,Regular,No,Algo satisfecho,Algo satisfecho
511,02/05/2023,Desparasitación,25,68,4209,MVZ. Eddie Hernández Vidal,3,5,4,3,Mala,No,Insatisfecho,Insatisfecho
512,24/06/2023,Estética,34,139,3361,MVZ. Eddie Hernández Vidal,2,5,2,4,Buena,Sí,Algo satisfecho,Algo satisfecho
513,25/06/2023,Desparasitación,21,47,2249,MVZ. Eddie Hernández Vidal,4,5,1,1,Buena,Sí,Algo satisfecho,Algo satisfecho
514,13/11/2023,Consulta general,36,119,5864,MVZ. Eddie Hernández Vidal,1,5,4,1,Mala,No,Muy Satisfecho,Muy Satisfecho
515,22/01/2023,Vacunación,40,138,3290,MVZ. Eddie Hernández Vidal,5,2,5,1,Regular,Sí,Satisfecho,Satisfecho
516,12/06/2023,Urgencias,30,28,1501,MVZ. Eddie Hernández Vidal,1,3,3,4,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
517,02/11/2023,Cirugías,17,131,4794,MVZ. Eddie Hernández Vidal,4,2,2,3,Buena,No,Muy Satisfecho,Muy Satisfecho
518,06/11/2023,Cirugías,33,51,5703,MVZ. Eddie Hernández Vidal,5,3,1,4,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
519,09/12/2023,Consulta general,12,33,4015,MVZ. Eddie Hernández Vidal,1,2,5,2,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
520,11/11/2023,Estética,18,80,4489,MVZ. Eddie Hernández Vidal,3,4,2,4,Buena,Sí,Insatisfecho,Insatisfecho
521,06/06/2023,Vacunación,5,30,2355,MVZ. Eddie Hernández Vidal,2,3,1,3,Buena,Sí,Extremadamente satisfecho,Extremadamente satisfecho
522,27/05/2023,Desparasitación,26,107,4025,MVZ. Eddie Hernández Vidal,3,5,3,3,Mala,Sí,Satisfecho,Satisfecho
523,08/06/2023,Urgencias,22,29,5460,MVZ. Eddie Hernández Vidal,2,2,2,4,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
524,24/09/2023,Hospitalización,38,134,5042,MVZ. Eddie Hernández Vidal,4,4,3,3,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
525,26/09/2023,Ultrasonido,35,138,4620,MVZ. Eddie Hernández Vidal,1,5,1,3,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
526,10/02/2023,Ultrasonido,20,100,3992,MVZ. Eddie Hernández Vidal,4,1,2,3,Regular,Sí,Muy Satisfecho,Muy Satisfecho
527,01/10/2023,Desparasitación,36,97,3767,MVZ. Eddie Hernández Vidal,2,2,2,5,Buena,Sí,Satisfecho,Satisfecho
528,03/10/2023,Consulta general,11,101,3403,MVZ. Eddie Hernández Vidal,3,2,2,4,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
529,28/10/2023,Consulta general,34,71,5080,MVZ. Eddie Hernández Vidal,4,4,2,4,Pésima,Sí,Satisfecho,Satisfecho
530,30/10/2023,Consulta general,39,140,1713,MVZ. Eddie Hernández Vidal,3,1,3,2,Buena,No,Muy Satisfecho,Muy Satisfecho
531,08/02/2023,Cirugías,13,55,2720,MVZ. Eddie Hernández Vidal,2,1,3,1,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
532,05/05/2023,Cirugías,12,104,2508,MVZ. Eddie Hernández Vidal,5,5,3,1,Buena,Sí,Algo satisfecho,Algo satisfecho
533,17/05/2023,Estética,34,20,2406,MVZ. Eddie Hernández Vidal,2,5,3,1,Pésima,No,Satisfecho,Satisfecho
534,01/03/2023,Urgencias,29,27,3161,MVZ. Eddie Hernández Vidal,5,2,3,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
535,14/09/2023,Desparasitación,40,140,2639,MVZ. Eddie Hernández Vidal,1,5,4,2,Buena,Sí,Satisfecho,Satisfecho
536,05/10/2023,Ultrasonido,14,47,4693,MVZ. Eddie Hernández Vidal,1,1,3,2,Regular,Sí,Muy Satisfecho,Muy Satisfecho
537,09/06/2023,Urgencias,36,32,4632,MVZ. Eddie Hernández Vidal,5,3,1,5,Buena,No,Algo satisfecho,Algo satisfecho
538,21/07/2023,Hospitalización,34,41,3070,MVZ. Eddie Hernández Vidal,5,3,5,1,Pésima,Sí,Satisfecho,Satisfecho
539,20/06/2023,Urgencias,21,81,1254,MVZ. Eddie Hernández Vidal,4,3,3,1,Regular,Sí,Muy Satisfecho,Muy Satisfecho
540,18/08/2023,Vacunación,22,28,2266,MVZ. Eddie Hernández Vidal,4,2,1,4,Pésima,No,Satisfecho,Satisfecho
541,21/10/2023,Ultrasonido,19,51,242,MVZ. Eddie Hernández Vidal,3,2,5,1,Regular,No,Algo satisfecho,Algo satisfecho
542,26/02/2023,Ultrasonido,20,111,4447,MVZ. Eddie Hernández Vidal,1,1,5,1,Regular,No,Satisfecho,Satisfecho
543,17/06/2023,Cirugías,37,44,2414,MVZ. Eddie Hernández Vidal,3,2,2,3,Regular,No,Satisfecho,Satisfecho
544,09/10/2023,Estética,31,104,1842,MVZ. Eddie Hernández Vidal,4,3,4,5,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
545,22/11/2023,Cirugías,28,50,3207,MVZ. Eddie Hernández Vidal,4,5,2,2,Regular,No,Satisfecho,Satisfecho
546,12/08/2023,Desparasitación,11,93,4765,MVZ. Eddie Hernández Vidal,5,2,3,4,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
547,16/12/2023,Ultrasonido,5,67,4226,MVZ. Eddie Hernández Vidal,3,2,5,4,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
548,27/02/2023,Vacunación,36,132,2886,MVZ. Eddie Hernández Vidal,2,1,4,5,Mala,Sí,Algo satisfecho,Algo satisfecho
549,28/05/2023,Ultrasonido,35,65,2981,MVZ. Eddie Hernández Vidal,1,2,2,1,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
550,08/01/2023,Vacunación,7,120,2129,MVZ. Eddie Hernández Vidal,5,4,3,3,Buena,No,Satisfecho,Satisfecho
551,27/01/2023,Hospitalización,21,146,4281,MVZ. Eddie Hernández Vidal,1,2,3,1,Buena,No,Muy Satisfecho,Muy Satisfecho
552,31/12/2023,Ultrasonido,7,77,3215,MVZ. Eddie Hernández Vidal,1,5,5,1,Mala,Sí,Algo satisfecho,Algo satisfecho
553,24/01/2023,Consulta general,12,55,5480,MVZ. Eddie Hernández Vidal,1,2,3,3,Regular,No,Muy Satisfecho,Muy Satisfecho
554,22/08/2023,Urgencias,9,106,5499,MVZ. Eddie Hernández Vidal,5,4,5,1,Pésima,No,Algo satisfecho,Algo satisfecho
555,03/09/2023,Consulta general,7,149,2968,MVZ. Eddie Hernández Vidal,2,4,2,1,Regular,No,Algo satisfecho,Algo satisfecho
556,28/09/2023,Servicio a domicilio,26,51,660,MVZ. Eddie Hernández Vidal,4,1,3,4,Buena,No,Algo satisfecho,Algo satisfecho
557,24/11/2023,Cirugías,11,35,4715,MVZ. Eddie Hernández Vidal,4,4,1,2,Regular,No,Algo satisfecho,Algo satisfecho
558,15/04/2023,Servicio a domicilio,6,47,5596,MVZ. Eddie Hernández Vidal,3,1,4,3,Mala,Sí,Insatisfecho,Insatisfecho
559,18/02/2023,Servicio a domicilio,37,131,2948,MVZ. Eddie Hernández Vidal,3,4,4,3,Mala,No,Insatisfecho,Insatisfecho
560,04/08/2023,Ultrasonido,14,92,1386,MVZ. Eddie Hernández Vidal,5,2,4,4,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
561,01/04/2023,Desparasitación,7,38,1048,MVZ. Eddie Hernández Vidal,2,5,2,5,Buena,Sí,Muy Satisfecho,Muy Satisfecho
562,28/05/2023,Ultrasonido,5,107,5686,MVZ. Eddie Hernández Vidal,4,5,2,2,Regular,Sí,Algo satisfecho,Algo satisfecho
563,11/01/2023,Servicio a domicilio,24,27,3412,MVZ. Eddie Hernández Vidal,3,4,2,1,Pésima,No,Insatisfecho,Insatisfecho
564,21/10/2023,Servicio a domicilio,35,51,3584,MVZ. Eddie Hernández Vidal,5,5,3,3,Pésima,Sí,Satisfecho,Satisfecho
565,31/05/2023,Servicio a domicilio,34,59,177,MVZ. Eddie Hernández Vidal,1,4,3,4,Mala,No,Insatisfecho,Insatisfecho
566,07/04/2023,Cirugías,31,136,1516,MVZ. Eddie Hernández Vidal,1,5,4,5,Mala,Sí,Insatisfecho,Insatisfecho
567,08/05/2023,Vacunación,6,124,5847,MVZ. Eddie Hernández Vidal,2,5,2,5,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
568,02/10/2023,Consulta general,35,59,863,MVZ. Eddie Hernández Vidal,2,5,3,3,Regular,No,Algo satisfecho,Algo satisfecho
569,07/01/2023,Consulta general,40,72,1011,MVZ. Eddie Hernández Vidal,2,2,2,3,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
570,15/08/2023,Urgencias,24,126,851,MVZ. Eddie Hernández Vidal,2,3,4,2,Mala,No,Muy Satisfecho,Muy Satisfecho
571,07/12/2023,Servicio a domicilio,9,73,4937,MVZ. Eddie Hernández Vidal,2,1,4,2,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
572,15/11/2023,Consulta general,29,105,1344,MVZ. Eddie Hernández Vidal,4,4,5,2,Buena,Sí,Algo satisfecho,Algo satisfecho
573,30/08/2023,Cirugías,34,109,1521,MVZ. Eddie Hernández Vidal,1,3,5,5,Pésima,No,Muy Satisfecho,Muy Satisfecho
574,29/09/2023,Hospitalización,19,29,1546,MVZ. Eddie Hernández Vidal,4,5,3,3,Regular,Sí,Muy Satisfecho,Muy Satisfecho
575,19/12/2023,Urgencias,5,15,1384,MVZ. Eddie Hernández Vidal,3,2,3,5,Regular,Sí,Satisfecho,Satisfecho
576,21/03/2023,Servicio a domicilio,8,40,3034,MVZ. Eddie Hernández Vidal,5,1,2,4,Mala,No,Satisfecho,Satisfecho
577,29/12/2023,Urgencias,15,38,1293,MVZ. Eddie Hernández Vidal,2,5,4,1,Regular,No,Insatisfecho,Insatisfecho
578,13/12/2023,Desparasitación,32,135,2255,MVZ. Eddie Hernández Vidal,5,4,1,5,Buena,No,Insatisfecho,Insatisfecho
579,18/11/2023,Ultrasonido,30,101,2646,MVZ. Eddie Hernández Vidal,1,5,4,2,Regular,No,Muy Satisfecho,Muy Satisfecho
580,25/08/2023,Consulta general,12,26,2639,MVZ. Eddie Hernández Vidal,2,3,3,4,Buena,Sí,Muy Satisfecho,Muy Satisfecho
581,12/01/2023,Cirugías,5,59,2261,MVZ. Eddie Hernández Vidal,3,2,4,1,Buena,Sí,Muy Satisfecho,Muy Satisfecho
582,23/01/2023,Vacunación,8,76,2953,MVZ. Eddie Hernández Vidal,4,1,3,1,Regular,Sí,Muy Satisfecho,Muy Satisfecho
583,15/09/2023,Desparasitación,24,141,5833,MVZ. Eddie Hernández Vidal,1,1,3,5,Regular,No,Insatisfecho,Insatisfecho
584,09/09/2023,Desparasitación,40,57,5223,MVZ. Eddie Hernández Vidal,4,3,1,1,Regular,No,Muy Satisfecho,Muy Satisfecho
585,25/03/2023,Hospitalización,12,120,2265,MVZ. Eddie Hernández Vidal,1,3,5,5,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
586,11/08/2023,Desparasitación,19,47,5533,MVZ. Eddie Hernández Vidal,2,2,2,5,Mala,No,Insatisfecho,Insatisfecho
587,26/10/2023,Desparasitación,32,49,3420,MVZ. Eddie Hernández Vidal,4,1,1,3,Buena,Sí,Muy Satisfecho,Muy Satisfecho
588,18/07/2023,Servicio a domicilio,20,37,829,MVZ. Eddie Hernández Vidal,5,2,2,4,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
589,27/02/2023,Hospitalización,7,127,4878,MVZ. Eddie Hernández Vidal,4,5,2,4,Buena,Sí,Muy Satisfecho,Muy Satisfecho
590,17/06/2023,Cirugías,23,121,4579,MVZ. Eddie Hernández Vidal,4,4,2,2,Mala,No,Satisfecho,Satisfecho
591,24/04/2023,Urgencias,31,110,5852,MVZ. Eddie Hernández Vidal,1,3,4,1,Pésima,Sí,Satisfecho,Satisfecho
592,15/03/2023,Consulta general,10,53,5833,MVZ. Eddie Hernández Vidal,1,1,3,1,Mala,Sí,Satisfecho,Satisfecho
593,28/06/2023,Desparasitación,38,39,110,MVZ. Eddie Hernández Vidal,3,4,2,3,Regular,No,Algo satisfecho,Algo satisfecho
594,27/06/2023,Urgencias,32,70,5369,MVZ. Eddie Hernández Vidal,1,1,1,4,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
595,03/08/2023,Hospitalización,36,37,1499,MVZ. Eddie Hernández Vidal,4,2,5,4,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
596,05/04/2023,Estética,25,77,3336,MVZ. Eddie Hernández Vidal,5,3,2,5,Mala,Sí,Algo satisfecho,Algo satisfecho
597,08/06/2023,Desparasitación,15,29,2934,MVZ. Eddie Hernández Vidal,4,3,4,1,Mala,Sí,Muy Satisfecho,Muy Satisfecho
598,01/06/2023,Desparasitación,13,113,3890,MVZ. Eddie Hernández Vidal,2,2,2,5,Regular,No,Satisfecho,Satisfecho
599,11/09/2023,Vacunación,19,95,1658,MVZ. Eddie Hernández Vidal,1,2,3,1,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
600,10/06/2023,Ultrasonido,22,96,5794,MVZ. Eddie Hernández Vidal,4,3,2,2,Regular,Sí,Muy Satisfecho,Muy Satisfecho
601,09/03/2023,Consulta general,21,53,1314,MVZ. Eddie Hernández Vidal,2,2,4,3,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
602,19/04/2023,Vacunación,10,80,5661,MVZ. Eddie Hernández Vidal,2,2,5,4,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
603,21/02/2023,Hospitalización,38,114,3495,MVZ. Eddie Hernández Vidal,5,1,5,2,Mala,Sí,Muy Satisfecho,Muy Satisfecho
604,24/04/2023,Cirugías,31,71,3994,MVZ. Eddie Hernández Vidal,3,4,2,2,Regular,No,Muy Satisfecho,Muy Satisfecho
605,17/06/2023,Consulta general,40,130,1226,MVZ. Eddie Hernández Vidal,4,1,5,2,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
606,29/03/2023,Vacunación,11,21,648,MVZ. Eddie Hernández Vidal,4,1,4,2,Pésima,No,Satisfecho,Satisfecho
607,02/02/2023,Estética,26,82,5736,MVZ. Eddie Hernández Vidal,2,1,1,2,Pésima,Sí,Muy Satisfecho,Muy Satisfecho
608,02/07/2023,Consulta general,28,80,3579,MVZ. Eddie Hernández Vidal,1,2,4,4,Regular,No,Satisfecho,Satisfecho
609,06/12/2023,Servicio a domicilio,40,94,5465,MVZ. Eddie Hernández Vidal,2,1,5,5,Pésima,Sí,Satisfecho,Satisfecho
610,05/06/2023,Estética,9,128,4144,MVZ. Eddie Hernández Vidal,2,3,2,3,Regular,Sí,Satisfecho,Satisfecho
611,06/03/2023,Hospitalización,37,53,1820,MVZ. Eddie Hernández Vidal,2,2,5,2,Buena,No,Algo satisfecho,Algo satisfecho
612,10/02/2023,Servicio a domicilio,18,109,3619,MVZ. Eddie Hernández Vidal,1,3,4,4,Pésima,Sí,Algo satisfecho,Algo satisfecho
613,19/05/2023,Consulta general,39,46,789,MVZ. Eddie Hernández Vidal,1,4,2,1,Regular,Sí,Extremadamente satisfecho,Extremadamente satisfecho
614,29/11/2023,Servicio a domicilio,40,69,188,MVZ. Eddie Hernández Vidal,1,3,4,3,Regular,Sí,Satisfecho,Satisfecho
615,11/12/2023,Urgencias,31,49,361,MVZ. Eddie Hernández Vidal,3,2,4,2,Mala,Sí,Algo satisfecho,Algo satisfecho
616,08/04/2023,Desparasitación,18,126,5108,MVZ. Eddie Hernández Vidal,2,1,1,4,Mala,No,Satisfecho,Satisfecho
617,22/08/2023,Desparasitación,7,57,4228,MVZ. Eddie Hernández Vidal,1,1,5,3,Buena,Sí,Algo satisfecho,Algo satisfecho
618,02/10/2023,Ultrasonido,30,16,3078,MVZ. Eddie Hernández Vidal,4,4,1,4,Pésima,Sí,Insatisfecho,Insatisfecho
619,13/11/2023,Hospitalización,26,95,1842,MVZ. Eddie Hernández Vidal,4,4,3,5,Mala,Sí,Muy Satisfecho,Muy Satisfecho
620,02/03/2023,Cirugías,14,134,5708,MVZ. Eddie Hernández Vidal,5,4,2,1,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
621,15/12/2023,Estética,29,44,997,MVZ. Eddie Hernández Vidal,5,1,3,3,Mala,No,Muy Satisfecho,Muy Satisfecho
622,24/08/2023,Cirugías,25,131,1929,MVZ. Eddie Hernández Vidal,3,1,1,2,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
623,26/11/2023,Ultrasonido,12,35,144,MVZ. Eddie Hernández Vidal,4,2,5,1,Pésima,No,Muy Satisfecho,Muy Satisfecho
624,06/10/2023,Servicio a domicilio,15,68,1939,MVZ. Eddie Hernández Vidal,5,5,5,1,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
625,21/03/2023,Cirugías,32,94,2357,MVZ. Eddie Hernández Vidal,2,3,2,1,Mala,No,Muy Satisfecho,Muy Satisfecho
626,21/05/2023,Servicio a domicilio,31,106,4814,MVZ. Eddie Hernández Vidal,4,3,1,1,Pésima,No,Muy Satisfecho,Muy Satisfecho
627,07/08/2023,Estética,10,45,5290,MVZ. Eddie Hernández Vidal,1,5,1,3,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
628,16/05/2023,Ultrasonido,17,148,1495,MVZ. Eddie Hernández Vidal,5,4,5,1,Mala,Sí,Satisfecho,Satisfecho
629,01/12/2023,Estética,26,86,4934,MVZ. Eddie Hernández Vidal,2,4,5,2,Buena,No,Extremadamente satisfecho,Extremadamente satisfecho
630,15/01/2023,Vacunación,31,86,4038,MVZ. Eddie Hernández Vidal,5,1,3,4,Regular,Sí,Muy Satisfecho,Muy Satisfecho
631,07/10/2023,Consulta general,29,144,2508,MVZ. Eddie Hernández Vidal,2,1,3,3,Pésima,Sí,Extremadamente satisfecho,Extremadamente satisfecho
632,10/02/2023,Consulta general,24,135,221,MVZ. Eddie Hernández Vidal,1,5,1,5,Mala,No,Extremadamente satisfecho,Extremadamente satisfecho
633,13/09/2023,Ultrasonido,32,96,799,MVZ. Eddie Hernández Vidal,3,3,4,1,Mala,No,Muy Satisfecho,Muy Satisfecho
634,26/07/2023,Ultrasonido,14,135,3833,MVZ. Eddie Hernández Vidal,3,5,5,2,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
635,16/03/2023,Servicio a domicilio,6,85,2084,MVZ. Eddie Hernández Vidal,2,2,2,3,Buena,No,Satisfecho,Satisfecho
636,12/12/2023,Urgencias,32,91,1826,MVZ. Eddie Hernández Vidal,4,3,1,2,Regular,Sí,Algo satisfecho,Algo satisfecho
637,02/05/2023,Cirugías,27,148,148,MVZ. Eddie Hernández Vidal,1,5,3,5,Regular,Sí,Satisfecho,Satisfecho
638,19/09/2023,Desparasitación,18,86,1974,MVZ. Eddie Hernández Vidal,4,4,5,4,Mala,No,Algo satisfecho,Algo satisfecho
639,28/10/2023,Estética,27,100,2271,MVZ. Eddie Hernández Vidal,5,4,5,1,Buena,Sí,Extremadamente satisfecho,Extremadamente satisfecho
640,11/02/2023,Desparasitación,9,82,463,MVZ. Eddie Hernández Vidal,4,4,1,3,Mala,No,Satisfecho,Satisfecho
641,05/11/2023,Vacunación,38,45,1835,MVZ. Eddie Hernández Vidal,3,2,4,5,Regular,Sí,Algo satisfecho,Algo satisfecho
642,26/09/2023,Estética,20,64,5612,MVZ. Eddie Hernández Vidal,5,3,3,5,Buena,Sí,Insatisfecho,Insatisfecho
643,26/06/2023,Ultrasonido,28,24,5188,MVZ. Eddie Hernández Vidal,3,1,4,4,Pésima,No,Insatisfecho,Insatisfecho
644,30/05/2023,Cirugías,28,49,5473,MVZ. Eddie Hernández Vidal,2,5,4,1,Mala,No,Insatisfecho,Insatisfecho
645,10/02/2023,Urgencias,8,18,107,MVZ. Eddie Hernández Vidal,4,2,2,3,Buena,Sí,Extremadamente satisfecho,Extremadamente satisfecho
646,28/05/2023,Vacunación,5,144,1088,MVZ. Eddie Hernández Vidal,4,2,1,1,Regular,No,Extremadamente satisfecho,Extremadamente satisfecho
647,07/08/2023,Ultrasonido,40,64,605,MVZ. Eddie Hernández Vidal,4,2,3,1,Pésima,Sí,Algo satisfecho,Algo satisfecho
648,01/07/2023,Urgencias,21,70,2272,MVZ. Eddie Hernández Vidal,4,1,4,3,Mala,Sí,Satisfecho,Satisfecho
649,24/03/2023,Servicio a domicilio,38,128,690,MVZ. Eddie Hernández Vidal,4,5,1,2,Mala,Sí,Satisfecho,Satisfecho
650,20/11/2023,Urgencias,8,40,4695,MVZ. Eddie Hernández Vidal,5,1,3,3,Buena,Sí,Algo satisfecho,Algo satisfecho
651,10/03/2023,Hospitalización,24,146,1704,MVZ. Eddie Hernández Vidal,1,2,4,1,Mala,No,Algo satisfecho,Algo satisfecho
652,27/07/2023,Desparasitación,35,86,1641,MVZ. Eddie Hernández Vidal,4,4,5,1,Regular,No,Algo satisfecho,Algo satisfecho
653,12/12/2023,Consulta general,7,141,3073,MVZ. Eddie Hernández Vidal,2,1,3,4,Buena,Sí,Insatisfecho,Insatisfecho
654,08/11/2023,Estética,37,68,3802,MVZ. Eddie Hernández Vidal,4,1,3,4,Mala,Sí,Insatisfecho,Insatisfecho
655,27/10/2023,Consulta general,10,26,269,MVZ. Eddie Hernández Vidal,2,3,3,1,Regular,Sí,Satisfecho,Satisfecho
656,15/01/2023,Consulta general,20,94,2803,MVZ. Eddie Hernández Vidal,4,5,3,5,Pésima,No,Insatisfecho,Insatisfecho
657,07/10/2023,Cirugías,27,134,723,MVZ. Eddie Hernández Vidal,4,3,1,1,Regular,No,Muy Satisfecho,Muy Satisfecho
658,08/05/2023,Servicio a domicilio,22,115,5716,MVZ. Eddie Hernández Vidal,1,2,3,1,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
659,19/08/2023,Desparasitación,6,71,4902,MVZ. Eddie Hernández Vidal,2,3,4,3,Pésima,No,Extremadamente satisfecho,Extremadamente satisfecho
660,18/09/2023,Hospitalización,28,52,3387,MVZ. Eddie Hernández Vidal,2,5,4,2,Regular,No,Algo satisfecho,Algo satisfecho
661,08/01/2023,Vacunación,14,101,210,MVZ. Eddie Hernández Vidal,3,4,5,2,Mala,No,Satisfecho,Satisfecho
662,26/01/2023,Cirugías,29,85,5389,MVZ. Eddie Hernández Vidal,2,4,4,2,Mala,No,Insatisfecho,Insatisfecho
663,22/10/2023,Cirugías,40,136,5905,MVZ. Eddie Hernández Vidal,2,1,1,5,Regular,No,Satisfecho,Satisfecho
664,31/03/2023,Servicio a domicilio,40,148,623,MVZ. Eddie Hernández Vidal,5,3,5,1,Regular,No,Muy Satisfecho,Muy Satisfecho
665,17/06/2023,Urgencias,29,129,2915,MVZ. Eddie Hernández Vidal,4,5,5,4,Mala,Sí,Extremadamente satisfecho,Extremadamente satisfecho
666,08/04/2023,Ultrasonido,23,121,2879,MVZ. Eddie Hernández Vidal,5,3,3,1,Mala,No,Algo satisfecho,Algo satisfecho
667,21/02/2023,Cirugías,24,133,4008,MVZ. Eddie Hernández Vidal,2,5,5,3,Buena,No,Algo satisfecho,Algo satisfecho
668,22/04/2023,Servicio a domicilio,34,41,4097,MVZ. Eddie Hernández Vidal,2,3,4,4,Buena,No,Algo satisfecho,Algo satisfecho
669,08/01/2023,Consulta general,27,29,2302,MVZ. Eddie Hernández Vidal,5,3,1,4,Regular,No,Insatisfecho,Insatisfecho
